week,bmi,val_n,val_mean,val_sd,val_5,val_10,val_25,val_50,val_75,val_90,val_95,qval_mean,qval_sd,qval_5,qval_10,qval_25,qval_50,qval_75,qval_90,qval_95,age_mean,age_sd,age_5,age_10,age_25,age_50,age_75,age_90,age_95,bmi_n,bmi_mean,bmi_sd,bmi_5,bmi_10,bmi_25,bmi_50,bmi_75,bmi_90,bmi_95
"[-60,-56)","[15,18.5)",112,1.02087499414172,0.00818164222753368,1.00899994373322,1.00999999046326,1.01499998569489,1.02199995517731,1.02699995040894,1.02999997138977,1.03299999237061,0.522242212451861,0.297754117074803,0.0790294654667378,0.141472655534744,0.252221245318651,0.554168879985809,0.78230357170105,0.888829505443573,0.933313962817192,27.2432485322896,4.08271919617057,20.7902910958904,21.131198630137,23.789497716895,27.7132420091324,30.2962043378995,33.0336187214612,33.5554223744292,112,17.5331001764252,0.781022505454426,15.9950150489807,16.2441199302673,17.0589995384216,17.7254505157471,18.1885995864868,18.36549949646,18.4251250267029
"[-60,-56)","[18.5,25)",677,1.02123042593326,0.00839731079889213,1.00800001621246,1.00999999046326,1.01499998569489,1.02100002765656,1.02699995040894,1.03199994564056,1.0349999666214,0.537220615033126,0.290540583983712,0.0691692382097244,0.141371950507164,0.292326092720032,0.530227601528168,0.785877287387848,0.925764799118042,0.962848734855652,28.0326723457639,4.09770603554201,20.9704109589041,21.7750228310502,25.0262557077626,28.4392694063927,31.0592465753425,33.5967123287671,34.2815068493151,677,21.6803574605116,1.77478327309453,18.8534595489502,19.2502601623535,20.2019996643066,21.5645008087158,23.0400009155273,24.2187995910645,24.6096992492676
"[-60,-56)","[25,30]",207,1.02148308500576,0.00800172127653892,1.00999999046326,1.00999999046326,1.01499998569489,1.02100002765656,1.02699995040894,1.03199994564056,1.03569999933243,0.544806074234095,0.281900287918011,0.11413412541151,0.142931294441223,0.289843142032623,0.547560691833496,0.777425080537796,0.926452004909515,0.973734104633331,28.1118627710498,4.05257607745439,20.7386415525114,22.0442922374429,24.5975456621005,28.951598173516,31.264098173516,32.8359589041096,33.8525913242009,207,26.970168132137,1.28035824745577,25.2230695724487,25.4187400817871,25.9580497741699,26.7698001861572,27.7822244167328,29.0091899871826,29.3713600158691
"[-56,-52)","[15,18.5)",105,1.02039047649929,0.00895232692459242,1.00520000457764,1.00999999046326,1.01499998569489,1.01999998092651,1.02699995040894,1.03199994564056,1.03400003910065,0.512335384255719,0.312163906332091,0.0362619988620281,0.113101197779179,0.280440241098404,0.500155508518219,0.789097785949707,0.925318479537964,0.964654791355133,27.9304163948685,3.96364807342085,21.6357077625571,22.4695890410959,25.0723744292237,28.0807077625571,31.0093607305936,33.3248630136986,34.3233333333333,105,17.5769300945221,0.744301287819138,15.8426198959351,16.7161598205566,17.2376003265381,17.6898002624512,18.1448993682861,18.36549949646,18.4041696548462
"[-56,-52)","[18.5,25)",700,1.02094856926373,0.00799446694811294,1.00894994735718,1.00999999046326,1.01499998569489,1.01999998092651,1.02699995040894,1.03100001811981,1.03400003910065,0.528492355598137,0.285612446473606,0.0780167058110237,0.142379000782967,0.287017278373241,0.510199666023254,0.780038833618164,0.919120591878891,0.961409184336662,27.8873519243314,3.99964013511485,20.9427054794521,21.9146118721461,24.7945205479452,28.2063926940639,31.1525684931507,32.9990410958904,33.8892408675799,700,21.5333677008451,1.73844253969415,18.9280842781067,19.311439704895,20.0938501358032,21.359899520874,22.9436001777649,24.0928201675415,24.5389995574951
"[-56,-52)","[25,30]",238,1.02202940938853,0.00791110389579594,1.00999999046326,1.00999999046326,1.01699995994568,1.02199995517731,1.02600002288818,1.03199994564056,1.03615000247955,0.565729971779432,0.274084371410099,0.124430071935058,0.147092714905739,0.33169361948967,0.570031642913818,0.782365679740906,0.927044415473938,0.97829794883728,28.40458635509,3.79435558057191,21.5077625570776,23.1617808219178,25.4522545662101,28.5776826484018,31.5503139269406,33.2407648401827,34.3509303652968,238,26.9992844330497,1.37607711632637,25.1967852592468,25.3906002044678,25.8645000457764,26.6301746368408,28.0277004241943,29.1263805389404,29.4617927074432
"[-52,-48)","[15,18.5)",96,1.02002082951367,0.00751696835626376,1.00699996948242,1.00999999046326,1.01499998569489,1.01999998092651,1.02499997615814,1.02999997138977,1.03100001811981,0.5002812986689,0.277226729677488,0.0511631751433015,0.142989054322243,0.279306389391422,0.496952891349793,0.71219065785408,0.885069608688355,0.917053788900375,27.3945883276256,3.77088250704276,21.5951484018265,22.3286529680365,24.3758847031964,27.5194634703196,29.8962328767123,32.3927511415525,33.8156107305936,96,17.6022730585602,0.675850792764736,16.2894005775452,16.5747995376587,17.1627879142761,17.7154006958008,18.2063002586365,18.3711500167847,18.4274253845215
"[-52,-48)","[18.5,25)",681,1.02083112787395,0.00807825405339465,1.00800001621246,1.00999999046326,1.01499998569489,1.01999998092651,1.02600002288818,1.03100001811981,1.03400003910065,0.52384919168909,0.285234589788618,0.0747805461287499,0.141371950507164,0.291045814752579,0.510199666023254,0.775438368320465,0.919033050537109,0.954876661300659,28.0320402443358,3.80933141771071,21.2447488584475,22.3277397260274,25.2614155251142,28.329794520548,30.902397260274,33.1406392694064,34.0776255707763,681,21.5874517590639,1.74033512372021,18.9619007110596,19.3337001800537,20.1956005096436,21.5018997192383,22.8927993774414,24.1415004730225,24.5578002929688
"[-52,-48)","[25,30]",202,1.02216336042574,0.00832056346118939,1.0080500125885,1.00999999046326,1.01625001430511,1.02300000190735,1.02699995040894,1.03199994564056,1.0349999666214,0.569443996493142,0.283220790387948,0.0748346973210573,0.143332809209824,0.324202530086041,0.581645131111145,0.789097785949707,0.928025758266449,0.967962685227394,28.4356085266061,4.00022932051767,21.1591552511416,22.5113242009132,25.4158961187215,28.854394977169,31.5842751141552,33.49,34.1621118721461,202,27.1331968581322,1.46753929462693,25.1192455291748,25.2723402023315,25.8635244369507,26.9629801750183,28.38383324941,29.2823853492737,29.5672796646754
"[-48,-44)","[15,18.5)",122,1.02085245535022,0.00827688879857629,1.008100014925,1.00999999046326,1.01499998569489,1.02149999141693,1.02699995040894,1.03189995288849,1.03299999237061,0.528070595768113,0.290887252012552,0.0842921398580075,0.143299490213394,0.291045814752579,0.530563652515411,0.775040686130524,0.919716185331345,0.935161352157593,27.6918893629763,4.05314443915941,20.4809589041096,21.8860159817352,24.5686358447489,28.3449200913242,31.0675228310502,32.5483105022831,33.3401484018265,122,17.5162585894977,0.809977161575082,15.7144601821899,16.269740486145,17.0903754234314,17.7568249702454,18.1092624664307,18.3390998840332,18.36549949646
