week,val_n,val_mean,val_sd,val_5,val_10,val_25,val_50,val_75,val_90,val_95,qval_mean,qval_sd,qval_5,qval_10,qval_25,qval_50,qval_75,qval_90,qval_95,age_mean,age_sd,age_5,age_10,age_25,age_50,age_75,age_90,age_95,bmi_n,bmi_mean,bmi_sd,bmi_5,bmi_10,bmi_25,bmi_50,bmi_75,bmi_90,bmi_95
"[-60,-56)",314,72.0573248407643,25.1245439710568,42.65,46.0,55.25,68.0,84.75,99.0,108.35,0.573337970123549,0.281968015651732,0.0919758386909962,0.153155265748501,0.346803262829781,0.604737162590027,0.834876596927643,0.920410573482513,0.949892908334732,29.3070150946689,3.65681156240456,22.697151826484,24.3796232876712,26.8372146118722,29.6883561643836,32.3331335616438,33.9305821917808,34.4165639269406,109.0,28.2340699678532,6.59101913527065,20.0713394165039,21.4826805114746,23.3066997528076,26.6729497909546,31.2497005462647,37.304719543457,40.8621185302734
"[-56,-52)",296,70.558445930481,21.5868791605229,44.0,46.0,57.0,68.0,81.0,96.0,107.75,0.569190226639212,0.276954182613644,0.108691867440939,0.151292055845261,0.377642512321472,0.613594740629196,0.802057459950447,0.911352694034576,0.954026326537132,29.2029969610021,3.56024830608457,22.6125,24.6036529680365,26.6440639269406,29.6227739726027,31.9942066210046,33.6994863013699,34.340696347032,110.0,27.1711866172774,6.51448032482959,19.764490032196,20.7851007461548,22.4121994972229,26.0339994430542,30.1078162193298,35.8830010890961,40.9450088500977
"[-52,-48)",280,70.7285714285714,23.1672562335882,42.0,47.0,55.0,67.0,81.25,98.0,107.05,0.561796304257587,0.275865623280407,0.0912140142172575,0.158853703737259,0.333278119564056,0.578199088573456,0.798285529017448,0.916220247745514,0.945574668049812,29.3335579745597,3.68523771706389,22.8667579908676,24.3322488584475,26.6496575342466,29.7844748858448,32.7597602739726,33.9894748858448,34.5076598173516,108.0,27.2356917210567,5.42704323623229,19.435719203949,21.2764604568481,23.3727245330811,26.2357501983643,31.2319750785828,33.71999168396,38.2415845870972
"[-48,-44)",224,73.5089285714286,22.6591018688209,44.0,49.3,57.0,70.0,84.0,104.0,110.0,0.604774093305293,0.268376776349727,0.107754615321755,0.213846284151077,0.385552503168583,0.653214067220688,0.828655526041985,0.939744704961777,0.950729966163635,29.2862972928898,3.33790447110756,22.8840696347032,24.7688127853881,27.5960331050228,29.5502283105023,31.7210331050228,33.2983561643836,34.2398173515982,75.0,27.3980132786584,6.33129557964739,19.7500005722046,20.4148796081543,22.8411998748779,26.0375003814697,31.1568284715925,37.0904991149902,38.3047298431397
"[-44,-40)",308,76.7467532467533,27.9376706655609,46.0,49.0,58.0,71.0,88.0,109.3,131.25,0.617745401839689,0.275318604028692,0.13973493501544,0.194565226137638,0.396139994263649,0.680028051137924,0.858465284109116,0.958033919334412,0.979847091436386,29.0353188193085,3.70714669153766,22.4915639269406,23.6324543378995,26.1555650684932,29.4309931506849,32.0552511415525,33.6380707762557,34.2345319634703,108.0,27.3910834814506,5.84757628867798,19.7427300453186,21.0429500579834,22.5827007293701,26.9037504196167,30.9116253852844,36.3081499099732,37.8501162528992
"[-40,-36)",234,70.7427350394746,22.0723209129877,42.0,49.0,54.25,67.5,82.75,96.0,112.35,0.567245838128858,0.273625482812275,0.0906108390539885,0.19204545468092,0.326600112020969,0.598586589097977,0.805761352181435,0.909261614084244,0.956484493613243,28.9454152519221,3.4498581684331,23.0546175799087,24.5002625570776,26.5918093607306,29.0255707762557,31.6262557077626,33.8115525114155,34.4522203196347,66.0,27.189711361702,6.09609589922806,19.3417496681213,20.5654497146606,22.6346006393433,25.8947501182556,31.9559001922607,36.4436327616374,37.9111207962036
"[-36,-32)",577,66.489428078901,19.1580209451115,41.0,45.0,54.0,63.0,76.0,90.0,100.2,0.515942670860484,0.270504099097532,0.0739973142743111,0.125844568014145,0.300564408302307,0.515943467617035,0.7344029545784,0.880337178707123,0.927305960655212,29.1677916003894,3.52012091626533,22.5997488584475,24.2930365296804,26.5240867579909,29.4747716894977,31.9462328767123,33.6196118721461,34.416803652968,155.0,26.5449500122891,5.55377298979021,20.2345196723938,20.7391597747803,22.8866753578186,24.7768001556397,29.4022998809814,35.9795993804932,37.3046989440918
"[-32,-28)",650,63.4569230827918,19.8791911349838,38.0,42.0,50.0,60.0,73.0,86.0,98.55,0.464467940913298,0.280256364316745,0.046929388307035,0.0815804719924927,0.230080511420965,0.452072083950043,0.694421008229256,0.839589029550552,0.91647621691227,29.3254782226906,3.6250150775405,23.1457248858448,24.2745662100457,26.5253139269406,29.7022260273973,32.2009988584475,34.0928652968037,34.4883618721461,166.0,27.1145799908134,5.47118187776478,19.6656498908997,20.6265001296997,23.3264255523682,25.7996501922607,30.5367500305176,34.4260550604926,36.6840496063232
"[-28,-24)",398,63.0251256281407,17.6536613783018,38.85,43.0,50.0,60.5,72.75,87.3,97.0,0.464313634733281,0.275829395422453,0.0489870991557837,0.0958792604506016,0.225301083177328,0.452072083950043,0.681676328182221,0.863739943504334,0.908802011609077,29.2413723870494,3.46098692779339,22.8020547945206,24.0573515981735,26.7732020547945,29.5832762557078,31.9907534246575,33.5594292237443,34.1800913242009,100.0,29.1110835873135,6.98533382200409,20.0496857643127,21.3319795608521,23.6619758605957,27.516300201416,34.4614753723145,37.4279216766357,40.4316759654454
"[-24,-20)",300,63.1459999974569,18.099358366573,39.0,44.0,50.75,61.0,72.25,84.0,90.05,0.4662404222654,0.26445482682436,0.0563402388244867,0.106522310525179,0.233668345957994,0.464686080813408,0.677660658955574,0.825290530920029,0.88355595767498,29.3705776255708,3.48054515887541,22.9097146118722,24.2283447488585,27.1523687214612,29.8464611872146,32.0639269406393,33.684200913242,34.3170433789954,77.0,27.6390742533135,6.35966142867636,19.1497001647949,20.1287197113037,22.9398002624512,26.2187995910645,33.0766334533691,35.2183799743652,39.5672599792481
