week,val_n,val_mean,val_sd,val_5,val_10,val_25,val_50,val_75,val_90,val_95,qval_mean,qval_sd,qval_5,qval_10,qval_25,qval_50,qval_75,qval_90,qval_95,age_mean,age_sd,age_5,age_10,age_25,age_50,age_75,age_90,age_95,bmi_n,bmi_mean,bmi_sd,bmi_5,bmi_10,bmi_25,bmi_50,bmi_75,bmi_90,bmi_95
"[-60,-59)",25,334.879239058495,1447.0402050502,2.07199997901917,2.43999991416931,3,4.73999977111816,8.10000038146973,50.2039978027345,783.451983642576,0.395247791185975,0.321015012986559,0.0515420846641064,0.0561089582741261,0.132722333073616,0.320913881063461,0.633087933063507,0.891058111190796,0.988178420066833,28.4964885844749,3.83978360338404,21.2264840182648,22.5291324200913,26.1980593607306,29.2503424657534,31.1876712328767,32.7363698630137,33.1089726027397,10,27.9032776650928,8.44270132517774,19.4908999443054,21.026300239563,22.2236502170563,24.6240005493164,30.6957750320435,39.5660740988595,42.2308582578386
"[-59,-58)",34,375.274411713376,1492.54745832807,2.44149997234344,3.09600005149841,4.15499997138977,8.22499990463257,11.7050001621246,28.2410007476807,1814.90849761961,0.551911815617453,0.299655332668442,0.0657825257629156,0.0985877878963948,0.268086075782776,0.630404233932495,0.752807259559631,0.895540899038315,0.988258695602417,29.0122246843943,3.89310596844823,21.1899942922374,24.3719292237443,26.5345034246575,29.7873858447489,32.3968607305936,33.4424429223744,33.7602283105023,14,26.7933593647821,6.87430042942881,19.3763849258423,19.8955793380737,21.0849876403809,24.203049659729,31.4856503009796,35.3277900695801,37.6238945960999
"[-58,-57)",26,31.6318076390487,108.35364149557,2.49675005674362,2.81850004196167,3.87499994039536,5.95000004768372,13.955249786377,32.5700006484985,45.4574995040894,0.484973478345917,0.314094591160394,0.0550514813512564,0.0939374268054962,0.195857562124729,0.473895281553268,0.795076012611389,0.891298741102219,0.919995859265327,28.2117228661749,4.72177413608831,22.1058219178082,22.4078767123288,22.9797374429224,28.6090182648402,32.7296803652968,33.3681506849315,33.8687214611872,11,25.3668683658947,6.14431811190972,17.9608993530273,18.8188991546631,20.5986247062683,23.7954006195068,29.3522500991821,33.9844017028809,34.4669017791748
"[-57,-56)",35,561.118285969326,3050.34016285531,2.23699998855591,3.2720000743866,4.02999997138977,5.78999996185303,13.6950001716614,61.9919998168946,495.403005981444,0.49602817222476,0.311322860568804,0.0659810941666365,0.14639900624752,0.254414841532707,0.442530751228333,0.783727526664734,0.940278923511505,0.986243689060211,29.706317677756,3.64148873010397,24.4121461187215,25.2206392694064,27.2064497716895,28.7654109589041,33.2297374429224,34.1357534246575,34.5551598173516,17,28.6046072642009,7.29819371036589,20.2655403137207,21.1383197784424,22.8328990936279,26.5643005371094,35.2508010864258,38.9431999206543,40.7386758804321
"[-56,-55)",20,7.69250003099442,3.68361225574443,2.90150007009506,3.61300005912781,5.27499997615814,6.83999991416931,10.1050000190735,11.7559995651245,12.2299998283386,0.507102024182677,0.231210642764065,0.0846034538000822,0.174187631905079,0.392412021756172,0.543411061167717,0.704030871391296,0.743660092353821,0.748134836554527,28.9036757990868,4.82732727250109,21.607602739726,22.1277739726027,24.7195205479452,30.6858447488585,32.5701198630137,34.3744406392694,34.5023287671233,7,26.4063427788871,5.70134466553112,19.3210802078247,21.3411598205566,24.4740495681763,25.6054992675781,28.4147000312805,31.7882600784302,33.9743302345276
"[-55,-54)",32,18.8557813391089,34.9055597260571,2.87850000858307,3.01099998950958,5.36250007152557,8.14499998092651,17.4224996566772,41.4479984283448,46.8,0.581156872212887,0.286893858643093,0.0985114481300115,0.133536997437477,0.409195601940155,0.626738846302033,0.832633584737778,0.914630287885666,0.92168450653553,27.9123287671233,3.80265495374976,22.7628824200913,22.9653424657534,24.8606164383562,27.8777397260274,30.837100456621,33.3563584474886,33.8398173515982,13,23.9072575202355,7.79197786717836,15.8531498908997,16.22047996521,17.8505992889404,21.1324996948242,28.3446998596191,35.1220203399658,37.5880001068115
"[-54,-53)",29,72.5610329364908,353.149663336768,2.98800001144409,3.08799991607666,3.73000001907349,5.28999996185303,9.0600004196167,17.0959995269775,20.8560001373291,0.439540104105555,0.267776652402317,0.104557266831398,0.1257887840271,0.177812024950981,0.398370504379272,0.667924523353577,0.806070446968079,0.855491662025452,28.6955912454732,4.30434680110388,20.8014611872146,23.6230136986301,25.1270547945206,28.551598173516,32.241894977169,33.8153196347032,34.215,11,25.6581954089078,4.66982044468366,20.7995500564575,21.8936004638672,22.1701498031616,25.5296001434326,27.5998501777649,30.8111991882324,33.2998247146606
"[-53,-52)",31,56.8187096118927,257.788013888503,3.27999997138977,4,4.70000004768372,6.11999988555908,10.1300001144409,22.8400001525879,57.0749988555908,0.519121239262243,0.248944107685684,0.143780194222927,0.261450380086899,0.310773029923439,0.493607133626938,0.708578854799271,0.868909537792206,0.937522768974304,28.8812527618206,3.71352008178604,22.8681506849315,23.9570776255708,26.390296803653,28.8202054794521,32.310502283105,33.4858447488585,33.8887557077626,8,26.8038040002187,4.86050751305192,20.469594446818,21.1007553100586,24.1705627441406,27.2378997802734,28.7243870099386,31.3850047429403,33.3824018160502
"[-52,-51)",31,20.6964514716979,53.5683396410684,2.48500001430511,3,3.83500003814697,5.98999977111816,11.6999998092651,37.3400001525879,62.7199993133545,0.483365188623148,0.302120833511971,0.0715977046638727,0.123146623373032,0.209452256560326,0.463963955640793,0.739870876073837,0.907386124134064,0.933645904064178,28.0528538812785,4.44101554360493,22.2780251141553,22.8696347031964,23.7405821917808,28.2036529680365,32.310502283105,33.7497716894977,34.0969178082192,13,27.0784245096284,7.91080830078361,18.9829998561314,20.4135001591274,22.2310009002686,25.323450088501,29.1695995330811,34.5639536539714,40.6387802124023
"[-51,-50)",25,199.113959965706,864.122942722975,2.5716001033783,3.35079998970032,3.9300000667572,5.8600001335144,9.82999992370605,69.3099990844727,327.754000854491,0.471855808496475,0.304407692290454,0.0716057151556015,0.140534353256226,0.205346763134003,0.444401383399963,0.67009174823761,0.946037745475769,0.980306911468506,28.2713835616438,3.49002621250606,22.8761872146119,24.1293835616438,25.8859589041096,28.0420091324201,31.275,32.5620776255708,32.9378767123288,11,30.1881651444869,7.41263059975037,21.3456497192383,22.7693996429443,25.2361245155335,28.6523008346558,35.0594997406006,38.9348011016846,41.6081336339315
"[-50,-49)",26,214.503653879349,1005.72173447944,1.38499996066093,2.44550001621246,3.59249997138977,6.39499998092651,10.4859998226166,24.8950004577637,191.697500228882,0.477950078506882,0.321008257683593,0.0236495090648532,0.0658282861113548,0.172308892011642,0.516984730958939,0.72403259575367,0.875862032175064,0.957891091704369,28.4670925535652,3.87605413298519,23.1652397260274,23.6150114155251,24.6393550228311,28.6392694063927,32.0543378995434,33.2708904109589,33.4460901826484,11,25.6880866397511,5.71437295709645,18.4304249286652,21.0076999664307,22.3219003677368,24.7581996917725,29.987850189209,32.9111003875732,33.6621503829956
"[-49,-48)",18,34.7733334435357,103.521760814273,2.98800001144409,3.2099999666214,3.6975000500679,4.37000012397766,16.4575002193451,35.7280006408692,102.749999999999,0.457467280328274,0.327196888022314,0.121468379348516,0.14084779471159,0.183285359293222,0.288981094956398,0.798864498734474,0.915191876888275,0.930577945709229,28.3239472349061,4.14274343435974,22.3692465753425,23.2519863013699,24.9885844748858,28.6683219178082,31.6351598173516,33.5302625570776,34.1766438356164,3,26.971466700236,6.450684621087,21.5337205886841,22.0353404998779,23.5402002334595,26.0482997894287,29.9411497116089,32.276859664917,33.055429649353
"[-48,-47)",30,82.3933352549871,408.764961205933,0.7875,2.97399990558624,4.12749993801117,6.18499994277954,9.75,17.0189994812012,29.3174998283386,0.470915373554453,0.289424839884832,0.0234656398184598,0.122409554198384,0.263652943074703,0.483738407492638,0.697414711117744,0.830230456590653,0.888227179646492,28.2087328767123,3.43861149314597,22.811546803653,23.865102739726,25.6298230593607,28.5599315068493,30.6706621004566,32.3268493150685,33.6376769406393,16,25.579164147377,6.15296435565148,19.4587998390198,19.7683000564575,21.3637502193451,23.7672252655029,28.466424703598,33.8876113891602,37.8235931396484
"[-47,-46)",29,257.976206886357,924.095398345432,3,3,4.8899998664856,7.40999984741211,12.8400001525879,36.318000793457,2070.53999938964,0.549044934583121,0.298373561755402,0.119382821023464,0.131080286204815,0.319568574428558,0.583396255970001,0.746140658855438,0.909679925441742,0.967800712585449,29.550535348764,3.02282346333853,25.901803652968,27.136894977169,27.7488584474886,29.1844748858448,31.6310502283105,33.8579223744292,34.1862328767123,13,24.0390806931716,3.87650168794487,18.9594198226929,19.6708797454834,22.0386009216309,23.1247005462647,26.6193008422852,28.4618793487549,29.8756397247314
